,day,value
0,0,0.0
1,1,0.0
2,2,0.0
3,3,0.0
4,4,0.0
5,5,0.0
6,6,0.0
7,7,0.0
8,8,0.0
9,9,0.0
10,10,0.0
11,11,0.0
12,12,0.0
13,13,0.0
14,14,0.0
15,15,0.0
16,16,0.0
17,17,0.0
18,18,0.0
19,19,0.0
20,20,0.0
21,21,0.0
22,22,0.0
23,23,0.0
24,24,0.0
25,25,0.0
26,26,0.0
27,27,0.0
28,28,0.0
29,29,0.0
30,30,0.0
31,31,0.0
32,32,0.0
33,33,0.0
34,34,0.0
35,35,0.0
36,36,0.0
37,37,0.0
38,38,0.0
39,39,0.0
40,40,0.0
41,41,0.0
42,42,0.0
43,43,0.0
44,44,0.0
45,45,0.0
46,46,0.0
47,47,0.0
48,48,0.0
49,49,0.0
50,50,0.0
51,51,0.0
52,52,0.0
53,53,0.0
54,54,0.0
55,55,0.0
56,56,0.0
57,57,0.0
58,58,0.0
59,59,0.0
60,60,0.0
61,61,0.0
62,62,0.0
63,63,0.0
64,64,0.0
65,65,0.0
66,66,0.0
67,67,0.34
68,68,0.0
69,69,7.640000000000001
70,70,0.0
71,71,0.0
72,72,0.0
73,73,0.0
74,74,19.119999999999997
75,75,56.57
76,76,0.0
77,77,0.0
78,78,48.34
79,79,23.62
80,80,0.0
81,81,1.5
82,82,0.0
83,83,8.07
84,84,58.76
85,85,0.0
86,86,58.91000000000001
87,87,1.0
88,88,1.83
89,89,0.0
90,90,0.0
91,91,4.99
92,92,7.550000000000001
93,93,19.07
94,94,3.14
95,95,46.879999999999995
96,96,0.0
97,97,37.43
98,98,33.699999999999996
99,99,39.49
100,100,77.95
101,101,9.870000000000001
102,102,2.36
103,103,0.0
104,104,27.830000000000005
105,105,23.0
106,106,32.24
107,107,3.99
108,108,0.34
109,109,26.51
110,110,0.0
111,111,25.13
112,112,1.0
113,113,4.98
114,114,1.0
115,115,95.83
116,116,6.63
117,117,0.0
118,118,52.58
119,119,11.88
120,120,15.26
121,121,13.330000000000002
122,122,6.23
123,123,203.92000000000004
124,124,0.0
125,125,25.0
126,126,16.38
127,127,7.12
128,128,94.78
129,129,3.93
130,130,0.0
131,131,41.36
132,132,20.64
133,133,41.739999999999995
134,134,55.2
135,135,49.41
136,136,12.290000000000001
137,137,104.83999999999999
138,138,14.53
139,139,71.33999999999999
140,140,71.83000000000001
141,141,36.13
142,142,0.0
143,143,19.45
144,144,54.080000000000005
145,145,28.24
146,146,28.380000000000003
147,147,42.97
148,148,26.83
149,149,14.24
150,150,29.850000000000005
151,151,35.77
152,152,1.9900000000000002
153,153,10.05
154,154,23.24
155,155,1.49
156,156,3.29
157,157,28.889999999999997
158,158,10.559999999999999
159,159,0.0
160,160,0.0
161,161,0.0
162,162,0.0
163,163,69.81
164,164,6.51
165,165,1.67
166,166,40.75
167,167,77.14000000000003
168,168,0.0
169,169,0.0
170,170,0.0
171,171,16.189999999999998
172,172,47.46
173,173,0.0
174,174,0.0
175,175,4.98
176,176,0.0
177,177,50.019999999999996
178,178,37.26
179,179,40.870000000000005
180,180,37.09
181,181,8.370000000000001
182,182,37.96
183,183,0.0
184,184,0.0
185,185,0.0
186,186,0.67
187,187,50.87000000000001
188,188,0.0
189,189,0.0
190,190,0.0
191,191,0.0
192,192,0.0
193,193,61.330000000000005
194,194,33.660000000000004
195,195,0.0
196,196,0.0
197,197,0.0
198,198,25.93
199,199,30.0
200,200,29.82
201,201,0.0
202,202,42.89000000000001
203,203,1.98
204,204,5.25
205,205,24.01
206,206,72.89
207,207,86.35000000000001
208,208,26.250000000000004
209,209,0.0
210,210,0.0
211,211,32.14
212,212,0.0
213,213,0.0
214,214,0.0
215,215,0.0
216,216,3.29
217,217,30.689999999999998
218,218,10.47
219,219,0.0
220,220,8.84
221,221,9.3
222,222,0.0
223,223,14.76
224,224,0.0
225,225,40.3
226,226,0.0
227,227,0.0
228,228,14.43
229,229,19.3
230,230,35.06
231,231,42.86
232,232,0.0
233,233,0.0
234,234,35.050000000000004
235,235,49.709999999999994
236,236,0.0
237,237,15.620000000000001
238,238,0.0
239,239,16.98
240,240,50.41
241,241,0.0
242,242,59.13
243,243,28.979999999999997
244,244,106.80999999999996
245,245,36.29
246,246,0.0
247,247,11.84
248,248,17.0
249,249,29.379999999999995
250,250,0.0
251,251,10.16
252,252,4.609999999999999
253,253,77.95999999999998
254,254,19.01
255,255,1.67
256,256,51.11
257,257,1.29
258,258,0.0
259,259,0.0
260,260,37.77
261,261,80.90999999999998
262,262,50.47
263,263,137.87
264,264,59.06
265,265,51.6
266,266,1.01
267,267,0.0
268,268,15.33
269,269,5.75
270,270,0.0
271,271,2.51
272,272,0.0
273,273,46.400000000000006
274,274,0.0
275,275,6.01
276,276,28.5
277,277,0.0
278,278,0.0
279,279,14.22
280,280,16.990000000000002
281,281,64.83
282,282,2.03
283,283,16.1
284,284,44.34
285,285,20.06
286,286,41.36000000000001
287,287,6.6899999999999995
288,288,1.29
289,289,68.82000000000001
290,290,0.0
291,291,0.0
292,292,0.0
293,293,0.0
294,294,0.0
295,295,0.0
296,296,29.900000000000002
297,297,0.0
298,298,0.0
299,299,112.96999999999998
300,300,16.21
301,301,0.0
302,302,0.0
303,303,0.0
304,304,0.0
305,305,28.430000000000003
306,306,0.0
307,307,108.60999999999999
308,308,0.0
309,309,0.0
310,310,38.51
311,311,12.58
312,312,29.83
313,313,0.0
314,314,6.99
315,315,0.0
316,316,5.0
317,317,62.96000000000001
318,318,2.99
319,319,159.70999999999995
320,320,14.920000000000002
321,321,0.0
322,322,0.0
323,323,11.98
324,324,0.0
325,325,0.0
326,326,66.13
327,327,24.0
328,328,1.24
329,329,32.17
330,330,0.0
331,331,3.4699999999999998
332,332,0.0
333,333,0.0
334,334,37.89999999999999
335,335,1.59
336,336,25.06
337,337,0.0
338,338,48.24
339,339,0.0
340,340,0.0
341,341,22.0
342,342,1.4
343,343,12.97
344,344,30.999999999999993
345,345,0.34
346,346,52.79000000000001
347,347,119.70999999999997
348,348,272.19000000000005
349,349,17.630000000000003
350,350,0.0
351,351,36.370000000000005
352,352,32.89
353,353,0.0
354,354,15.91
355,355,0.0
356,356,89.69999999999997
357,357,15.490000000000002
358,358,32.38
359,359,1.69
360,360,81.62999999999998
361,361,43.42
362,362,102.67000000000002
363,363,8.49
364,364,0.0
365,365,5.970000000000001
366,366,32.9
367,367,32.83
368,368,0.0
369,369,86.09999999999998
370,370,6.69
371,371,22.41
372,372,17.18
373,373,4.49
374,374,15.0
375,375,40.279999999999994
376,376,0.0
377,377,22.04
378,378,111.13999999999997
379,379,56.12
380,380,37.349999999999994
381,381,0.15
382,382,45.010000000000005
383,383,75.01999999999998
384,384,44.36
385,385,0.0
386,386,78.39
387,387,98.24000000000001
388,388,96.10000000000001
389,389,9.31
390,390,13.99
391,391,0.0
392,392,0.0
393,393,0.0
394,394,30.0
395,395,27.250000000000007
396,396,3.59
397,397,15.9
398,398,14.960000000000003
399,399,0.0
400,400,56.370000000000005
401,401,4.38
402,402,51.96999999999999
403,403,139.46999999999997
404,404,0.0
405,405,49.57000000000001
406,406,0.0
407,407,8.17
408,408,16.560000000000002
409,409,33.61
410,410,7.7700000000000005
411,411,13.01
412,412,19.819999999999997
413,413,62.46000000000001
414,414,45.63
415,415,13.370000000000001
416,416,79.84999999999998
417,417,46.46000000000001
418,418,0.0
419,419,0.0
420,420,28.960000000000004
421,421,61.38
422,422,1.82
423,423,3.29
424,424,0.0
425,425,34.400000000000006
426,426,23.200000000000003
427,427,0.0
428,428,52.95
429,429,87.23
430,430,0.0
431,431,14.97
432,432,96.51999999999998
433,433,39.0
434,434,0.0
435,435,77.46
436,436,3.2
437,437,25.839999999999996
438,438,21.540000000000003
439,439,0.0
440,440,0.0
441,441,0.0
442,442,0.0
443,443,82.62
444,444,31.5
445,445,0.0
446,446,14.26
447,447,0.0
448,448,52.4
449,449,9.48
450,450,0.5
451,451,63.06000000000001
452,452,16.9
453,453,13.59
454,454,0.0
455,455,35.599999999999994
456,456,7.7700000000000005
457,457,1.0
458,458,28.53
459,459,0.0
460,460,3.62
461,461,42.82
462,462,45.13
463,463,48.349999999999994
464,464,7.6
465,465,121.53000000000002
466,466,0.0
467,467,9.31
468,468,3.48
469,469,61.209999999999994
470,470,0.0
471,471,35.620000000000005
472,472,14.669999999999998
473,473,0.0
474,474,8.38
475,475,43.970000000000006
476,476,0.0
477,477,49.39
478,478,0.0
479,479,0.0
480,480,5.08
481,481,13.950000000000001
482,482,0.0
483,483,19.34
484,484,0.0
485,485,3.38
486,486,2.08
487,487,48.97
488,488,23.63
489,489,0.0
490,490,9.370000000000001
491,491,0.5
492,492,0.99
493,493,123.75
494,494,146.41
495,495,5.85
496,496,2.99
497,497,0.0
498,498,67.21000000000001
499,499,64.58000000000001
500,500,120.96
501,501,0.0
502,502,34.9
503,503,69.68
504,504,22.330000000000002
505,505,0.0
506,506,10.35
507,507,0.0
508,508,0.0
509,509,80.49000000000001
510,510,19.17
511,511,0.0
512,512,0.0
513,513,0.0
514,514,0.0
515,515,0.0
516,516,0.0
517,517,0.0
518,518,0.0
519,519,0.0
520,520,0.0
521,521,0.0
522,522,0.0
523,523,0.0
524,524,0.0
525,525,0.0
526,526,0.0
527,527,0.0
528,528,59.91000000000002
529,529,0.0
530,530,0.0
531,531,0.0
532,532,0.0
533,533,0.0
534,534,0.0
535,535,0.0
536,536,0.0
537,537,0.0
538,538,0.0
539,539,0.0
540,540,70.97
541,541,0.0
542,542,0.0
543,543,0.0
544,544,0.0
545,545,0.0
546,546,0.0
547,547,0.0
548,548,0.0
549,549,0.0
550,550,0.0
551,551,17.0
552,552,0.0
553,553,0.0
554,554,0.0
555,555,116.58999999999999
556,556,0.0
557,557,0.0
558,558,15.93
559,559,23.35
560,560,0.0
561,561,0.0
562,562,0.0
563,563,0.0
564,564,0.0
565,565,0.0
566,566,0.0
567,567,0.0
568,568,122.62000000000002
569,569,16.92
570,570,0.0
571,571,0.0
572,572,0.0
573,573,0.0
574,574,0.0
575,575,15.01
576,576,0.0
577,577,0.0
578,578,0.0
579,579,0.0
580,580,0.0
581,581,0.0
582,582,0.0
583,583,0.0
584,584,0.0
585,585,0.0
586,586,0.0
587,587,0.0
588,588,0.0
589,589,0.0
590,590,0.0
591,591,0.0
592,592,127.28
593,593,0.0
594,594,0.0
595,595,0.0
596,596,0.0
597,597,0.0
598,598,0.0
599,599,89.67000000000002
600,600,0.0
601,601,0.0
602,602,0.0
603,603,0.0
604,604,0.0
605,605,0.0
606,606,0.0
607,607,0.0
608,608,0.0
609,609,17.0
610,610,0.0
611,611,0.0
612,612,0.0
613,613,0.0
614,614,0.0
615,615,0.0
616,616,0.0
617,617,0.0
618,618,0.0
619,619,0.0
620,620,0.0
621,621,0.0
622,622,0.0
623,623,0.0
624,624,0.0
625,625,111.83999999999999
626,626,0.0
627,627,0.0
