,household_key,coef,ascending
856,1661,[ 0.         -0.08188421  0.00014772],1
857,1770,[ 0.          0.10392359 -0.00015753],1
858,81,[ 0.00000000e+00 -3.29529090e-01  2.71721979e-04],1
859,1457,[ 0.         -0.87931871  0.00101431],1
860,236,[ 0.         -0.23042243  0.00026904],1
861,1471,[ 0.         -0.09803322  0.00012762],1
862,1919,[0.00000000e+00 2.11000955e-02 1.47915583e-05],1
863,1872,[ 0.00000000e+00 -3.41475017e-02  7.58193761e-05],1
864,498,[ 0.00000000e+00  4.35444913e-02 -7.00648471e-05],1
865,557,[ 0.00000000e+00  4.43917136e-02 -4.01844628e-05],1
866,1206,[ 0.          0.08739013 -0.00011073],1
867,806,[ 0.00000000e+00  3.02898127e-02 -4.30041101e-05],1
868,1342,[ 0.00000000e+00  4.89236264e-02 -4.55777276e-05],1
869,244,[ 0.         -0.13023175  0.00022239],1
870,333,[ 0.          0.18552995 -0.00026891],1
871,605,[ 0.          0.34279847 -0.00035255],1
872,1034,[ 0.         -0.06742996  0.00011227],1
873,32,[ 0.00000000e+00  3.55526873e-02 -1.99878727e-05],1
874,1098,[ 0.00000000e+00  9.41239013e-02 -9.26088964e-05],1
875,1654,[ 0.00000000e+00 -6.54817228e-02  4.52966040e-05],1
876,2206,[ 0.00000000e+00 -3.14429110e-02  4.84253023e-05],1
877,1295,[ 0.00000000e+00 -4.37136806e-02  5.27999865e-05],1
878,1945,[ 0.         -0.07624189  0.00015633],1
879,1845,[ 0.00000000e+00 -1.08780615e-01  3.09383528e-05],1
880,1248,[ 0.00000000e+00 -4.99467709e-02 -2.18295424e-05],1
881,1197,[ 0.00000000e+00  4.98967047e-02 -5.37216326e-05],1
882,2173,[ 0.00000000e+00  2.74371938e-02 -9.38505818e-05],1
883,1075,[ 0.00000000e+00  6.72295001e-02 -9.11289915e-05],1
884,1121,[ 0.         -0.08389561  0.00015523],1
885,26,[ 0.          0.11295201 -0.00012774],1
886,971,[0.00000000e+00 7.58507070e-03 5.35944332e-06],1
887,1647,[ 0.00000000e+00 -2.82082952e-02  2.69776047e-05],1
888,462,[ 0.00000000e+00  2.66490175e-02 -3.62891531e-05],1
889,581,[ 0.          0.26259469 -0.0003469 ],1
890,2000,[ 0.00000000e+00  5.02481420e-02 -6.76057239e-05],1
891,1646,[ 0.         -0.2539044   0.00030003],1
892,2163,[ 0.00000000e+00  4.54853167e-02 -4.93397495e-05],1
893,2198,[ 0.         -0.05397608  0.00011105],1
894,1046,[ 0.         -0.20867847  0.00022593],1
895,1373,[ 0.00000000e+00 -4.64691920e-02  6.54542091e-05],1
896,1537,[ 0.         -0.09823987  0.00010742],1
897,1515,[ 0.          0.11384938 -0.00023047],1
898,541,[ 0.         -0.22955286  0.00025885],1
899,561,[ 0.         -0.12925937  0.00020135],1
900,1923,[ 0.         -0.07909504  0.00011487],1
901,1013,[ 0.00000000e+00 -2.44816574e-01  2.42989784e-04],1
902,956,[ 0.00000000e+00  1.30817115e-02 -2.79751373e-05],1
903,591,[ 0.00000000e+00 -1.75459901e-02  4.39566648e-06],1
904,1580,[ 0.00000000e+00 -5.48415042e-03  1.01770314e-05],1
905,2280,[ 0.00000000e+00 -6.88713176e-03  7.50198856e-07],1
906,832,[ 0.          0.20270598 -0.00026419],1
907,1418,[ 0.          0.14538731 -0.00018385],1
908,120,[ 0.00000000e+00  3.84692742e-02 -4.56792440e-05],1
909,2042,[ 0.         -0.46604503  0.00077767],1
910,177,[0.00000000e+00 2.44860736e-02 1.46279434e-05],1
912,938,[ 0.          0.53901703 -0.00093837],1
913,2439,[ 0.00000000e+00  9.25058853e-03 -3.03893514e-05],1
914,1427,[ 0.00000000e+00 -4.23066452e-02  6.64720721e-05],1
915,896,[ 0.         -0.13046263  0.00024682],1
916,2125,[ 0.00000000e+00 -3.67637404e-02  2.60194163e-05],1
917,906,[ 0.00000000e+00  1.16778292e-02 -2.18562057e-05],1
918,1084,[ 0.00000000e+00  5.64616818e-02 -5.92899223e-05],1
919,2402,[ 0.          0.12739265 -0.00013231],1
920,1,[ 0.00000000e+00  5.94495777e-03 -3.28438365e-05],1
921,586,[ 0.00000000e+00  9.92175040e-02 -9.16569508e-05],1
922,2013,[ 0.          0.05349914 -0.00013   ],1
923,714,[ 0.00000000e+00 -1.61754137e-02  2.70027753e-05],1
924,1339,[ 0.          0.39894981 -0.00042108],1
925,1286,[ 0.00000000e+00  2.30522019e-02 -8.53133744e-05],1
926,2232,[ 0.00000000e+00 -6.68704737e-02  1.84741060e-05],1
927,2283,[ 0.          0.28623149 -0.00048589],1
928,1532,[ 0.         -0.11155768  0.00017461],1
929,552,[ 0.00000000e+00 -2.80401578e-01  2.79728681e-04],1
930,57,[ 0.00000000e+00 -2.00993869e-02  8.72232021e-06],1
931,1156,[ 0.         -0.26911179  0.00038213],1
932,1726,[ 0.00000000e+00  8.04883049e-02 -2.80047000e-05],1
933,506,[ 0.         -0.28289393  0.00036565],1
935,596,[ 0.         -0.07146292  0.00011727],1
936,894,[ 0.          0.29866534 -0.00040559],1
937,535,[ 0.          0.14263579 -0.00018907],1
938,2424,[ 0.00000000e+00 -1.37675645e-02  5.26035041e-06],1
939,943,[ 0.00000000e+00 -4.79255238e-03  1.70177776e-05],1
940,656,[ 0.          0.24935374 -0.00027974],1
941,2360,[ 0.00000000e+00  6.73733670e-02 -8.93294036e-05],1
942,225,[ 0.00000000e+00 -2.58840046e-02  4.54612384e-05],1
943,554,[ 0.         -0.25967735  0.0003152 ],1
944,477,[ 0.00000000e+00 -6.04979610e-02  9.33684953e-05],1
945,533,[ 0.         -0.23673892  0.00026916],1
946,1006,[ 0.00000000e+00 -5.46913890e-02  6.86684227e-05],1
947,80,[ 0.00000000e+00 -1.04659255e-02  4.10346354e-05],1
948,2333,[ 0.00000000e+00 -5.70135404e-02  8.70124924e-05],1
949,1057,[ 0.         -0.13459531  0.00015073],1
950,2241,[ 0.          0.06719786 -0.00011913],1
951,2437,[ 0.00000000e+00  6.55527970e-02 -5.92583082e-05],1
952,2260,[ 0.00000000e+00 -1.10634368e-01  7.66217127e-05],1
953,1027,[ 0.00000000e+00  3.45702952e-02 -4.88247781e-05],1
954,1528,[ 0.          0.13030211 -0.0001566 ],1
955,1800,[ 0.00000000e+00  4.52320234e-02 -7.56658843e-05],1
956,2148,[ 0.00000000e+00 -4.11454716e-02  5.52044710e-05],1
957,1211,[ 0.00000000e+00  1.39054284e-04 -1.73113777e-05],1
958,1452,[ 0.00000000e+00 -7.87781724e-04  1.67215820e-05],1
959,802,[ 0.         -0.2699443   0.00032964],1
960,2085,[ 0.00000000e+00  8.04831996e-02 -6.96236622e-05],1
961,2462,[ 0.         -0.11439675  0.00015741],1
962,468,[ 0.         -0.07469998  0.00012342],1
963,538,[0.00000000e+00 2.85790306e-02 3.69214899e-05],1
964,1870,[ 0.00000000e+00  4.99304671e-03 -1.45060770e-06],1
965,1044,[ 0.          0.15198259 -0.00025994],1
966,729,[ 0.          0.17332117 -0.00026039],1
967,1251,[ 0.00000000e+00 -3.67602152e-03  1.76176474e-05],1
968,756,[ 0.         -0.26224437  0.00049813],1
969,1393,[ 0.00000000e+00 -1.43561542e-02  3.96499441e-05],1
970,1550,[ 0.00000000e+00 -2.07287664e-02  8.06578040e-06],1
971,1950,[ 0.          0.12822733 -0.00018301],1
972,382,[ 0.         -0.0968537   0.00016941],1
973,1360,[ 0.00000000e+00 -1.94616695e-02  5.43347955e-05],1
974,1332,[ 0.          0.20441002 -0.0002689 ],1
975,166,[0.00000000e+00 1.68012604e-02 3.25696614e-05],1
976,1055,[ 0.00000000e+00 -5.47450487e-02  5.48307901e-05],1
977,600,[ 0.00000000e+00 -1.06631123e-02  7.23490030e-07],1
978,933,[0.00000000e+00 1.30088661e-02 8.73443242e-05],1
979,2160,[ 0.00000000e+00  2.55997286e-02 -4.86892663e-05],1
980,2177,[ 0.         -0.7613775   0.00098334],1
982,1274,[0.00000000e+00 4.50800309e-03 1.39148030e-05],1
983,1214,[ 0.00000000e+00  7.74777969e-03 -8.01916546e-06],1
984,227,[ 0.00000000e+00 -2.83400101e-03 -4.94107121e-06],1
985,539,[ 0.00000000e+00  6.81415434e-02 -7.89267745e-05],1
986,1338,[ 0.         -0.16486294  0.00016599],1
987,2024,[ 0.00000000e+00  9.09949013e-02 -6.50721528e-05],1
988,921,[ 0.          0.1078167  -0.00015473],1
989,1442,[0.00000000e+00 2.17374234e-02 3.53619017e-06],1
990,1189,[ 0.          0.09376288 -0.00012243],1
991,542,[ 0.00000000e+00 -8.00161789e-02  9.34173635e-05],1
992,1139,[0.00000000e+00 3.32143884e-02 8.87073208e-05],1
993,91,[ 0.00000000e+00  6.88808578e-02 -7.90653734e-05],1
994,1752,[0.00000000e+00 5.24593374e-02 1.17831856e-05],1
995,264,[ 0.00000000e+00  7.54180879e-02 -8.59934696e-05],1
996,1973,[ 0.00000000e+00 -1.15956810e-02  1.05110724e-05],1
997,2272,[ 0.         -0.09943336  0.00020671],1
998,1513,[ 0.00000000e+00  5.52104112e-02 -6.74893300e-05],1
999,587,[ 0.00000000e+00 -5.84196890e-03  1.50872216e-05],1
1000,735,[ 0.00000000e+00 -6.26589374e-03  1.20053964e-05],1
1001,393,[ 0.00000000e+00 -6.15393458e-02  8.98324265e-05],1
1002,2122,[ 0.         -0.11785764  0.00021182],1
1003,257,[ 0.00000000e+00 -2.32199092e-02  3.61334911e-05],1
1004,1288,[ 0.          0.31622477 -0.00044035],1
1005,2335,[ 0.          0.07705258 -0.00017484],1
1006,2011,[ 0.00000000e+00  3.43478268e-02 -2.51353152e-05],1
1007,1170,[ 0.          0.08856279 -0.0001486 ],1
1008,910,[ 0.         -0.34537885  0.00065297],1
1009,2094,[ 0.         -0.13836108  0.00020128],1
1010,471,[ 0.         -0.08842463  0.00014147],1
1011,2358,[0.00000000e+00 3.15068359e-02 7.26435865e-06],1
1012,202,[ 0.         -0.2554396   0.00044037],1
1013,619,[ 0.         -0.18365201  0.0004494 ],1
1014,893,[ 0.00000000e+00 -1.63189823e-01  1.29443565e-04],1
1015,1571,[ 0.00000000e+00  5.05008170e-03 -9.15564902e-06],1
1016,1904,[ 0.00000000e+00  1.32621377e-02 -3.90423423e-05],1
1017,1509,[ 0.00000000e+00  5.82191969e-02 -5.87487022e-05],1
1018,955,[ 0.00000000e+00  6.37196556e-02 -7.69628886e-05],1
1019,1396,[ 0.         -0.1880572   0.00024463],1
1020,217,[0.00000000e+00 1.32219707e-02 3.82382520e-05],1
1021,1254,[ 0.00000000e+00 -2.07202346e-02  7.19242677e-06],1
1022,822,[ 0.00000000e+00  1.53723166e-02 -2.47059191e-05],1
1023,2254,[ 0.          0.11286073 -0.0002444 ],1
1024,752,[ 0.00000000e+00 -5.41724045e-02  9.93325979e-05],1
1025,648,[ 0.00000000e+00  1.22976362e-01 -1.15682775e-04],1
1026,1675,[ 0.00000000e+00  3.45074980e-02 -7.37721427e-05],1
1027,2120,[ 0.          0.11790966 -0.00013791],1
1028,1922,[ 0.00000000e+00 -2.72198116e-02  7.55443576e-05],1
1029,2234,[ 0.00000000e+00 -1.51643717e-02  1.08147195e-05],1
1030,1756,[ 0.          0.13067524 -0.00025147],1
1031,1012,[ 0.         -0.3457164   0.00051882],1
1032,1660,[ 0.          0.13738065 -0.00022002],1
1033,73,[ 0.          0.13893635 -0.00015048],1
1034,828,[ 0.          0.11760818 -0.00030613],1
1035,2132,[0.00000000e+00 1.00676901e-03 2.32402000e-05],1
1036,928,[ 0.00000000e+00  1.87233225e-02 -7.02692330e-05],1
1037,24,[ 0.         -0.11580732  0.00016015],1
1038,1196,[ 0.         -0.21486748  0.00036803],1
1039,2286,[ 0.00000000e+00  4.59143378e-02 -9.14263805e-05],1
1040,2103,[ 0.00000000e+00 -3.66002890e-02  6.01765027e-05],1
1041,1717,[ 0.         -0.09467572  0.00011937],1
1042,800,[ 0.00000000e+00  6.97806269e-02 -8.28443002e-05],1
1043,1357,[ 0.          0.26817484 -0.00028793],1
1044,119,[ 0.         -0.19332279  0.00020567],1
1045,1328,[ 0.         -0.14091013  0.00023421],1
1046,206,[ 0.         -0.109458    0.00012377],1
1047,219,[ 0.00000000e+00 -2.18158964e-02  3.09870255e-05],1
1048,1255,[ 0.00000000e+00  4.23825022e-02 -7.67125166e-05],1
1049,174,[ 0.         -0.05171058  0.00017621],1
1050,1167,[ 0.00000000e+00 -1.09987062e-01  9.22721839e-05],1
1051,243,[ 0.00000000e+00  7.98645948e-02 -8.47996197e-05],1
1052,2292,[ 0.0000000e+00  3.9649624e-02 -6.6413425e-05],1
1053,969,[ 0.         0.181654  -0.0003102],1
1054,321,[ 0.00000000e+00 -7.21458322e-02  9.87936414e-05],1
1055,2320,[ 0.          0.14832786 -0.00019081],1
1056,1304,[ 0.00000000e+00 -2.89664257e-02  4.48116840e-05],1
1057,188,[ 0.          0.44658784 -0.00059585],1
1058,1048,[ 0.         -0.08872264  0.00016105],1
1059,1315,[ 0.00000000e+00 -1.39081102e-01 -1.75887206e-05],1
1060,598,[ 0.00000000e+00  3.11420756e-02 -8.42208628e-07],1
1061,1674,[ 0.          0.10183957 -0.00017787],1
1062,2046,[ 0.00000000e+00  9.66253249e-03 -3.46673323e-05],1
1064,1931,[ 0.00000000e+00  1.75149603e-02 -2.57212885e-06],1
1065,1648,[ 0.          0.19768377 -0.00023764],1
1066,2025,[ 0.          0.10448525 -0.00015181],1
1067,1518,[ 0.         -0.29130025  0.00036775],1
1068,1958,[ 0.         -0.2318577   0.00032638],1
1069,1153,[ 0.00000000e+00  1.32833086e-02 -4.69238078e-05],1
1070,954,[ 0.00000000e+00 -4.34017015e-02  7.17040720e-05],1
1071,2215,[ 0.00000000e+00  5.08485152e-02 -4.91566005e-05],1
1072,1855,[ 0.          0.11813304 -0.00016262],1
1073,2430,[ 0.          0.13610345 -0.00020096],1
1074,697,[ 0.         -0.32289336  0.00034451],1
1075,579,[ 0.00000000e+00 -1.64895227e-02  9.31415572e-05],1
1076,1902,[ 0.00000000e+00  3.14931259e-02 -5.25223654e-05],1
1077,282,[ 0.00000000e+00 -1.21089879e-02  2.74889763e-05],1
1078,2184,[ 0.00000000e+00  5.94819727e-02 -9.60300874e-05],1
1079,1525,[ 0.00000000e+00  1.36809703e-01 -6.20729069e-05],1
1080,1137,[ 0.00000000e+00  3.03639020e-02 -2.32082172e-05],1
1081,1385,[ 0.00000000e+00  1.04052904e-01 -8.61286080e-05],1
1082,1681,[ 0.00000000e+00 -3.43715209e-02  5.52320313e-05],1
1083,2113,[ 0.         -0.37026719  0.00052455],1
1084,2020,[ 0.          0.14067364 -0.00015064],1
1085,378,[ 0.00000000e+00 -2.05760202e-02  1.69125094e-05],1
1086,1555,[ 0.          0.07996536 -0.00010217],1
1087,1901,[ 0.          0.08640492 -0.00015169],1
1088,49,[ 0.          0.1738027  -0.00022368],1
1089,2139,[ 0.          0.18219703 -0.00022876],1
1090,495,[ 0.00000000e+00 -4.09817214e-02 -1.64086696e-05],1
1091,1799,[ 0.00000000e+00  1.88336051e-02 -2.36494653e-05],1
1092,1359,[ 0.         -0.13629651  0.00023039],1
1093,1402,[ 0.00000000e+00 -2.23997725e-02 -2.39677258e-05],1
1094,1404,[ 0.         -0.26358085  0.00028423],1
1095,699,[0.00000000e+00 5.56556983e-02 6.87525959e-05],1
1096,327,[ 0.         -0.11664643  0.00016732],1
1097,1627,[ 0.00000000e+00 -4.22913421e-04  8.56332477e-05],1
1098,900,[ 0.00000000e+00  4.27883253e-02 -4.63274118e-05],1
1099,640,[ 0.00000000e+00 -7.52850280e-02  8.13783142e-05],1
1100,2237,[ 0.00000000e+00  3.35373224e-02 -4.41580408e-05],1
1101,371,[ 0.         -0.08016682  0.00016135],1
1102,2330,[0.00000000e+00 3.88582387e-03 9.28351872e-05],1
1103,748,[ 0.          0.0817574  -0.00011812],1
1104,2007,[ 0.00000000e+00  1.60668939e-04 -1.35359211e-05],1
1105,1836,[ 0.00000000e+00 -5.52510057e-02  6.86036204e-05],1
1106,2127,[ 0.00000000e+00 -3.04907806e-02 -5.29275445e-05],1
1107,124,[ 0.00000000e+00 -7.69534370e-02  9.33995418e-05],1
1108,1477,[ 0.00000000e+00 -7.53982544e-02  8.62212330e-05],1
1109,1312,[ 0.00000000e+00  3.28189693e-02 -3.95577245e-05],1
1110,215,[ 0.00000000e+00  1.59075164e-02 -2.33394645e-05],1
1111,376,[ 0.00000000e+00 -5.03936543e-03  5.75640451e-06],1
1112,2179,[ 0.00000000e+00 -4.55006197e-02  3.44984725e-05],1
1113,402,[ 0.00000000e+00  6.59048617e-02 -4.06568591e-05],1
1114,2488,[ 0.00000000e+00 -2.38081868e-02  5.71669336e-05],1
1115,1565,[ 0.00000000e+00 -1.64663687e-02  7.10274020e-05],1
1116,1230,[ 0.00000000e+00  5.02030203e-02 -8.18340347e-05],1
1117,2329,[ 0.          0.042872   -0.00012065],1
1118,745,[ 0.          0.10055939 -0.00012387],1
1119,71,[ 0.00000000e+00 -1.37917888e-01  1.14957940e-04],1
1120,1058,[ 0.00000000e+00  5.97112593e-02 -7.43840968e-05],1
1121,455,[ 0.         -0.18638663  0.00054693],1
1122,647,[0.00000000e+00 2.37592377e-02 4.03002795e-05],1
1123,1825,[ 0.          0.19788975 -0.00035156],1
1124,1347,[ 0.00000000e+00  9.17015766e-02 -5.53775831e-05],1
1125,207,[ 0.         -0.16948387  0.00018443],1
1126,1607,[ 0.00000000e+00  4.81654084e-02 -7.33527258e-05],1
1127,2065,[ 0.          0.1885534  -0.00020779],1
1128,788,[ 0.00000000e+00  5.50783743e-02 -5.51481461e-05],1
1129,1731,[0.00000000e+00 7.10665446e-03 2.78376287e-05],1
1130,1105,[ 0.         -0.69817619  0.00102266],1
1131,515,[ 0.00000000e+00 -4.86271796e-01  4.62681371e-04],1
1132,2485,[ 0.00000000e+00  4.55070726e-02 -6.91404227e-05],1
1133,2491,[ 0.00000000e+00 -2.33872037e-02 -2.85233590e-05],1
1134,1538,[ 0.00000000e+00  5.70800032e-02 -9.28052067e-05],1
1135,1192,[ 0.00000000e+00 -7.76658821e-03  1.44288259e-05],1
1136,2480,[ 0.         -0.38820485  0.0005718 ],1
1137,520,[ 0.00000000e+00  1.25902488e-02 -2.60322916e-05],1
1138,1925,[ 0.          0.05166994 -0.00010244],1
1139,1684,[ 0.          0.19150722 -0.00029449],1
1140,727,[ 0.          0.1430539  -0.00022837],1
1141,639,[ 0.00000000e+00 -2.04618794e-02 -1.77435167e-05],1
1142,2246,[ 0.          0.04629589 -0.00013456],1
1143,563,[ 0.          0.15561308 -0.0001956 ],1
1144,983,[ 0.00000000e+00 -4.00397249e-02  5.57529965e-05],1
1145,145,[ 0.00000000e+00  5.36209533e-02 -3.52147257e-05],1
1146,903,[0.00000000e+00 4.01601183e-02 5.25937057e-05],1
1147,2170,[ 0.00000000e+00 -3.97669080e-02  1.89760477e-05],1
1148,869,[ 0.00000000e+00 -9.16635015e-03  2.25941201e-05],1
1149,2005,[ 0.00000000e+00 -2.56452897e-02  3.67922835e-05],1
1150,1014,[ 0.          0.11048906 -0.0001466 ],1
1151,147,[ 0.00000000e+00  3.71695002e-02 -9.18192189e-05],1
1152,163,[ 0.          0.19974927 -0.00037628],1
1153,1118,[ 0.          0.27974541 -0.00042977],1
1154,1882,[ 0.          0.07386548 -0.0001139 ],1
1155,853,[ 0.00000000e+00 -2.11265705e-02  2.25788370e-05],1
1156,2277,[ 0.00000000e+00 -5.59156329e-02  5.01042721e-05],1
1157,2457,[ 0.00000000e+00 -4.18815093e-02  6.93123770e-05],1
1158,464,[ 0.00000000e+00  6.49334730e-02 -5.61034291e-05],1
1159,205,[ 0.         -0.05352687  0.00015639],1
1160,841,[0.00000000e+00 8.58326373e-03 3.95398891e-05],1
1161,2066,[ 0.00000000e+00 -2.35993227e-02 -4.51035685e-05],1
1162,1816,[ 0.00000000e+00 -1.24767736e-01  1.24325438e-04],1
1163,1489,[ 0.00000000e+00 -4.21229098e-02  5.81922388e-05],1
1164,634,[ 0.          0.31297277 -0.00058305],1
1165,1880,[ 0.          0.11582719 -0.00012959],1
1166,1908,[ 0.         -0.08623802  0.00013026],1
1167,8,[ 0.         -0.10839213  0.00015899],1
1168,1938,[ 0.         -0.1810369   0.00028903],1
1169,286,[ 0.0000000e+00 -3.2844123e-02  3.7857484e-05],1
1170,2187,[ 0.         -0.31903956  0.00048255],1
1171,1190,[ 0.00000000e+00  2.22691830e-02 -2.04132514e-05],1
1172,1143,[0.00000000e+00 5.52699706e-03 1.73836302e-05],1
1173,2040,[ 0.00000000e+00 -7.72735361e-03  1.00764237e-06],1
1174,328,[ 0.         -0.28687809  0.00042928],1
1175,820,[ 0.00000000e+00 -4.06720122e-02  4.15839578e-05],1
1176,2322,[ 0.          0.30181195 -0.00046965],1
1177,982,[ 0.00000000e+00 -4.72260730e-02  6.10394105e-05],1
1178,107,[ 0.         -0.26089133  0.00033536],1
1179,1545,[ 0.00000000e+00 -1.11245524e-02  5.26250527e-06],1
1180,1628,[ 0.         -0.08294725  0.00019049],1
1181,2142,[ 0.00000000e+00  4.03332527e-02 -6.48521222e-06],1
1182,1998,[ 0.00000000e+00  3.19375693e-02 -3.89127485e-05],1
1183,2073,[ 0.          0.2518225  -0.00044732],1
1184,1968,[ 0.00000000e+00 -7.02463459e-03  4.89616000e-05],1
1185,936,[ 0.          0.1161183  -0.00012483],1
1186,1711,[ 0.         -0.26189672  0.00044505],1
1187,2233,[ 0.         -0.07040505  0.00013451],1
1188,1824,[ 0.00000000e+00  3.79385612e-02 -3.90427539e-05],1
1189,1154,[ 0.00000000e+00  4.53109732e-02 -5.32943808e-05],1
1190,930,[ 0.00000000e+00  2.52806939e-02 -4.33394618e-05],1
1191,62,[ 0.00000000e+00  2.76343737e-02 -3.95112427e-05],1
1192,1176,[ 0.          0.1532528  -0.00023194],1
1193,1051,[ 0.         -0.40602758  0.00054666],1
1194,55,[ 0.00000000e+00 -4.88423646e-02  5.56292337e-05],1
1195,1200,[ 0.00000000e+00 -3.23030011e-02  3.35605460e-05],1
1196,945,[ 0.         -0.13755019  0.00021648],1
1197,110,[ 0.00000000e+00  3.38571897e-02 -4.79147262e-05],1
1198,172,[ 0.00000000e+00  2.15236626e-02 -5.71108729e-06],1
1199,569,[ 0.         -0.30771221  0.00034611],1
1200,1970,[ 0.00000000e+00  4.77118750e-02 -4.77186849e-05],1
1201,831,[ 0.00000000e+00 -7.79331472e-02  6.66315058e-05],1
1202,885,[ 0.         -0.12682047  0.00016792],1
1203,491,[ 0.00000000e+00 -1.94675153e-02  4.64977189e-05],1
1204,2253,[ 0.00000000e+00 -1.49818115e-02  2.58808999e-05],1
1205,636,[ 0.00000000e+00  2.00348105e-01 -1.90387694e-04],1
1206,59,[ 0.          0.32955655 -0.0003985 ],1
1207,543,[0.00000000e+00 2.01352272e-02 1.33174764e-05],1
1208,169,[ 0.         -0.10146322  0.00012262],1
1209,672,[ 0.00000000e+00 -2.04632498e-02  4.41160256e-05],1
1210,909,[ 0.         -0.04859739  0.00014509],1
1211,2428,[ 0.00000000e+00 -3.10116760e-02 -8.73519421e-08],1
1212,1459,[ 0.         -0.5115374   0.00055478],1
1213,2079,[ 0.         -0.17132287  0.00026533],1
1214,1782,[ 0.          0.02704274 -0.00012373],1
1215,444,[ 0.         -0.43285758  0.00070315],1
1216,2395,[ 0.00000000e+00 -2.62326050e-02  4.38231318e-05],1
1217,1405,[0.00000000e+00 3.77292603e-02 3.00398624e-05],1
1218,974,[ 0.00000000e+00 -8.75669955e-02 -7.31907862e-06],1
1219,86,[ 0.          0.43830135 -0.00045109],1
1220,1160,[ 0.00000000e+00 -4.90298861e-02  1.73387274e-05],1
1221,1585,[ 0.         -0.41443935  0.00055759],1
1222,595,[ 0.00000000e+00  3.44082358e-02 -4.87859017e-05],1
1223,976,[ 0.00000000e+00  2.74410063e-01 -2.71991994e-04],1
1224,1109,[ 0.          0.10380181 -0.00013223],1
1225,890,[ 0.          0.05427396 -0.00012433],1
1226,1620,[ 0.00000000e+00  3.95635898e-02 -6.88114782e-05],1
1227,416,[ 0.          0.60388726 -0.00109158],1
1228,1419,[ 0.00000000e+00 -1.76336021e-03  4.84639651e-06],1
1229,428,[ 0.00000000e+00  6.16890762e-02 -7.82023643e-05],1
1230,318,[ 0.         -0.14675147  0.00019289],1
1231,1680,[ 0.00000000e+00 -1.73228947e-01  1.11347743e-04],1
1232,196,[ 0.00000000e+00 -4.31503907e-02  7.64948115e-05],1
1233,2080,[ 0.          0.60127096 -0.0007133 ],1
1234,2032,[ 0.          0.16857771 -0.00021697],1
1235,507,[ 0.         -0.09026053  0.00012068],1
1236,1210,[ 0.0000000e+00  2.0294293e-02 -2.1474443e-05],1
1237,2489,[ 0.          0.51368203 -0.00068839],1
1238,2004,[ 0.00000000e+00 -2.37259213e-02  5.38311358e-05],1
1239,1888,[ 0.          0.094748   -0.00015874],1
1240,1069,[ 0.         -0.41381564  0.0005036 ],1
1241,1245,[ 0.         -0.13782548  0.00013966],1
1242,316,[ 0.         -0.09906889  0.0001467 ],1
1243,1805,[ 0.00000000e+00 -1.88858382e-02  1.77303153e-05],1
1244,1269,[ 0.00000000e+00 -1.94893690e-02 -1.54629309e-05],1
1245,488,[ 0.00000000e+00 -8.15867500e-03 -1.67080145e-05],1
1246,1959,[ 0.          0.08289432 -0.00012855],1
1247,897,[ 0.00000000e+00 -6.10468140e-02  7.75885937e-05],1
1248,1009,[ 0.00000000e+00 -1.17867529e-02  1.47389946e-05],1
1249,2197,[ 0.00000000e+00 -3.62457809e-02  3.37907288e-05],1
1250,1786,[ 0.00000000e+00  1.76721617e-02 -1.79406466e-05],1
1251,1785,[ 0.          0.0905796  -0.00010693],1
1252,1322,[ 0.00000000e+00 -1.19679580e-01  7.88790229e-05],1
1253,1031,[ 0.          0.04978713 -0.00010641],1
1255,2293,[ 0.00000000e+00  2.55343903e-01 -2.40455827e-04],1
1256,300,[ 0.00000000e+00 -3.54317065e-01  3.09498216e-04],1
1258,1275,[ 0.         -0.80897404  0.00222689],1
1259,1460,[ 0.          0.07839938 -0.00012993],1
1260,1709,[ 0.00000000e+00 -4.61714212e-03  2.40191930e-05],1
1261,2012,[ 0.00000000e+00  2.25976829e-02 -3.72434721e-05],1
1262,2255,[ 0.         -0.30293864  0.00036903],1
1263,564,[ 0.00000000e+00  5.75730903e-02 -4.23787022e-05],1
1264,980,[ 0.          0.18059601 -0.00021771],1
1265,1108,[ 0.00000000e+00  8.06821360e-02 -9.90819582e-05],1
1266,1724,[ 0.         -0.13598379  0.00019958],1
1267,2499,[ 0.         -0.1996927   0.00036762],1
1268,1081,[ 0.         -0.04095894  0.00016398],1
1269,1636,[ 0.         -0.22665922  0.00043699],1
1270,944,[ 0.00000000e+00  2.24409028e-02 -2.09385801e-05],1
1271,2242,[ 0.00000000e+00  2.90824906e-02 -8.55549549e-06],1
1272,2495,[ 0.          0.09105948 -0.00013765],1
1273,1293,[ 0.00000000e+00  8.96301697e-02 -9.04549700e-05],1
1274,2034,[ 0.          0.10441788 -0.00011772],1
1275,1531,[ 0.00000000e+00 -1.26562606e-03 -1.42266768e-05],1
1276,1671,[ 0.         -0.14866055  0.00025425],1
1277,662,[ 0.          0.16939699 -0.00021433],1
1278,2017,[ 0.00000000e+00  1.64062589e-01 -1.37329106e-04],1
1279,443,[ 0.          0.17769655 -0.0001936 ],1
1280,1234,[ 0.         -0.30595386  0.00030813],1
1281,1140,[ 0.         -0.55997202  0.00105466],1
1282,801,[ 0.00000000e+00 -4.84494019e-02  1.54836964e-06],1
1283,995,[ 0.          0.26575969 -0.00037259],1
1284,688,[ 0.00000000e+00  1.73026011e-01 -8.90951146e-05],1
