,household_key,coef,ascending
429,251,[ 0.00000000e+00  5.05119249e-03 -2.76764778e-05],1
430,1485,[ 0.         -0.10868716  0.00011296],1
431,1132,[ 0.          0.38430939 -0.00048151],1
432,157,[0.00000000e+00 1.26527728e-02 2.33547319e-06],1
433,2422,[ 0.         -4.97860509  0.01066414],1
434,609,[ 0.00000000e+00  5.92293170e-02 -7.00967029e-05],1
435,301,[ 0.00000000e+00 -1.58739518e-01  1.02599951e-04],1
436,736,[ 0.         -0.20238957  0.00040457],1
437,2451,[ 0.         -0.12786052  0.00020294],1
438,1780,[ 0.         -0.1684469   0.00023798],1
439,807,[ 0.          0.17645154 -0.00022403],1
440,1114,[ 0.00000000e+00 -4.86803072e-03  2.53910972e-05],1
441,1382,[ 0.00000000e+00  2.54810342e-02 -8.05375926e-05],1
442,2097,[ 0.          0.09074955 -0.00016808],1
443,2391,[ 0.00000000e+00 -2.16066722e-02  2.78083225e-05],1
444,1391,[ 0.00000000e+00  6.60512652e-03 -1.40516744e-05],1
445,624,[ 0.00000000e+00 -1.76043441e-02  8.07203016e-05],1
446,39,[ 0.00000000e+00 -1.86662930e-01  1.08025202e-04],1
447,2182,[ 0.00000000e+00  4.63588610e-02 -8.34325065e-05],1
448,1229,[ 0.00000000e+00 -5.81589243e-04  2.40380125e-05],1
449,1951,[ 0.         -0.00783161  0.0001006 ],1
450,1106,[ 0.          0.10272879 -0.00013332],1
451,1808,[ 0.          0.13348407 -0.00016488],1
452,737,[ 0.00000000e+00 -4.15427381e-02  7.92851214e-05],1
453,1934,[ 0.          0.13375525 -0.00027215],1
454,239,[ 0.00000000e+00 -4.12523430e-02  8.64849814e-05],1
455,1669,[ 0.         -0.02260197  0.00013541],1
456,345,[ 0.00000000e+00 -8.86331503e-03  9.35611526e-05],1
457,2377,[ 0.00000000e+00  5.46643584e-02 -7.14015031e-05],1
458,335,[ 0.00000000e+00 -4.65417207e-03  2.82819508e-05],1
459,1954,[ 0.00000000e+00 -2.30311186e-03  1.46492966e-05],1
460,783,[ 0.          0.25798609 -0.00039945],1
461,2240,[ 0.00000000e+00 -2.02718994e-02 -8.64349499e-06],1
462,2038,[ 0.00000000e+00  9.11273671e-03 -1.14540096e-05],1
463,414,[ 0.00000000e+00  4.93791120e-02 -7.51258731e-05],1
464,146,[ 0.00000000e+00  4.24610952e-02 -2.98012949e-05],1
465,1222,[ 0.          0.06810796 -0.00012876],1
466,2258,[ 0.         -0.08768845  0.00015306],1
467,2087,[ 0.00000000e+00  6.80142601e-02 -7.11928918e-05],1
468,2114,[ 0.00000000e+00  3.64558230e-02 -3.99081692e-05],1
469,2461,[ 0.00000000e+00 -1.24819895e-02  2.87319234e-05],1
470,2180,[ 0.         -0.29063766  0.00049216],1
471,1003,[ 0.00000000e+00 -1.78007759e-02  6.82787022e-05],1
472,1463,[ 0.00000000e+00  5.10303148e-02 -6.27692755e-05],1
473,1695,[ 0.00000000e+00  5.32965933e-03 -1.87354010e-05],1
474,588,[ 0.          0.11765173 -0.00012742],1
475,1291,[ 0.00000000e+00  7.19265353e-02 -5.38490371e-05],1
476,1857,[ 0.          0.19456028 -0.00031039],1
477,759,[ 0.00000000e+00  2.60929866e-02 -5.32569910e-06],1
478,1784,[ 0.         -0.08904725  0.000174  ],1
479,334,[ 0.00000000e+00 -4.97027568e-02  6.69522692e-05],1
480,311,[ 0.          0.0884134  -0.00010335],1
481,556,[ 0.         -0.16211571  0.00030251],1
482,1135,[ 0.         -0.09967049  0.00011557],1
483,1017,[ 0.         -0.04560052  0.00013683],1
484,1772,[ 0.00000000e+00  1.40933138e-02 -8.31233959e-06],1
485,231,[ 0.         -0.54383169  0.00087278],1
486,238,[ 0.         -0.23569852  0.00028939],1
487,1656,[ 0.00000000e+00  1.78798545e-01 -1.68030149e-04],1
488,425,[ 0.00000000e+00 -6.00497384e-02  8.23444893e-05],1
489,2353,[ 0.00000000e+00  2.67410768e-02 -9.45557190e-06],1
490,509,[ 0.00000000e+00  2.89386540e-05 -6.39588153e-06],1
491,2075,[ 0.00000000e+00 -1.03617984e-01  1.03478509e-04],1
492,182,[ 0.          0.14766319 -0.00020897],1
493,631,[ 0.00000000e+00 -3.41313735e-02  5.18833773e-05],1
494,448,[ 0.00000000e+00 -2.27702196e-02  5.66360808e-05],1
495,1612,[ 0.          0.18247618 -0.00021156],1
496,616,[ 0.00000000e+00 -3.49448367e-01  2.73934824e-04],1
497,670,[ 0.         -0.07614644  0.00014865],1
498,603,[ 0.00000000e+00 -3.48954068e-02 -2.03705339e-05],1
499,1821,[ 0.00000000e+00  1.23870342e-01 -1.06225295e-04],1
500,986,[ 0.00000000e+00  3.84657664e-02 -6.02135036e-05],1
501,2389,[ 0.00000000e+00 -1.14094085e-01  9.02273683e-05],1
502,590,[ 0.         -0.23812728  0.00027851],1
503,957,[ 0.00000000e+00 -3.15988922e-03  9.86702670e-06],1
504,504,[ 0.         -0.33801216  0.0004075 ],1
505,812,[ 0.          0.10546572 -0.00011492],1
506,1133,[ 0.00000000e+00 -2.34336992e-03  5.75293993e-06],1
507,799,[ 0.          0.08090764 -0.00011816],1
508,641,[ 0.00000000e+00  4.24663724e-02 -3.64837259e-05],1
509,2222,[ 0.00000000e+00 -1.23224307e-01  8.76836730e-05],1
510,367,[0.00000000e+00 1.19468442e-03 3.55917042e-05],1
511,1202,[ 0.00000000e+00 -2.80674316e-02  5.64217514e-05],1
512,305,[ 0.00000000e+00 -1.10970303e-02 -7.69742172e-06],1
513,1461,[0.00000000e+00 4.13905798e-02 7.77905624e-06],1
514,1502,[ 0.00000000e+00  4.04397699e-02 -6.30856416e-05],1
515,751,[ 0.00000000e+00  3.26215632e-02 -4.34848029e-05],1
516,592,[ 0.00000000e+00  3.55907350e-02 -4.75165216e-05],1
517,2444,[ 0.          0.89379968 -0.00119132],1
518,1679,[ 0.          0.09835144 -0.00013561],1
519,117,[ 0.00000000e+00  6.06833721e-02 -7.58571916e-05],1
520,246,[ 0.         -0.09830416  0.00011308],1
521,2346,[ 0.         -0.02013285  0.00010195],1
522,711,[ 0.00000000e+00  2.04570770e-02 -9.82345271e-06],1
523,2134,[ 0.          0.33945464 -0.00045498],1
524,637,[ 0.          0.05059162 -0.00010099],1
525,866,[ 0.          0.08056432 -0.00012263],1
526,2301,[ 0.00000000e+00 -5.42272857e-02  8.38254387e-05],1
527,987,[ 0.         -0.30092749  0.00039608],1
528,248,[ 0.00000000e+00 -7.36282163e-02 -7.76570642e-05],1
529,483,[ 0.00000000e+00 -2.48933357e-02  3.98360254e-05],1
530,1213,[ 0.00000000e+00 -3.27704677e-02  4.32052843e-05],1
531,682,[0.00000000e+00 1.78803353e-02 1.47377831e-05],1
532,2445,[ 0.00000000e+00  1.06273487e-01 -9.48440868e-05],1
533,867,[ 0.00000000e+00 -2.46849520e-02  4.36178497e-05],1
534,2332,[ 0.         -0.13299256  0.00016   ],1
535,1672,[ 0.00000000e+00 -3.40655833e-02  4.55928986e-05],1
536,571,[ 0.          0.33300171 -0.00058369],1
537,1186,[ 0.         -0.22217468  0.00030615],1
538,1978,[ 0.00000000e+00  2.76704892e-02 -2.25297925e-05],1
539,1300,[ 0.         -0.01427358  0.0001353 ],1
540,2465,[ 0.00000000e+00 -4.95005529e-02  5.86824294e-05],1
541,2078,[ 0.00000000e+00 -2.28500588e-02  1.15574719e-06],1
542,665,[ 0.00000000e+00 -7.70188632e-02  8.00665359e-05],1
543,481,[ 0.          0.20874516 -0.00020891],1
544,1868,[ 0.00000000e+00  4.41844726e-02 -3.19016035e-05],1
545,1932,[ 0.00000000e+00  1.35298319e-02 -8.00552847e-05],1
546,1936,[ 0.00000000e+00 -6.84966230e-02  9.34336006e-05],1
547,1320,[ 0.         -0.24363584  0.00026949],1
548,2449,[ 0.00000000e+00 -1.03974859e-02  4.69642953e-07],1
549,1928,[ 0.00000000e+00 -6.89044653e-02  7.95027528e-05],1
550,2308,[ 0.          0.08244404 -0.00010337],1
551,2001,[ 0.         -0.18174924  0.00029828],1
552,484,[0.00000000e+00 2.57957402e-02 1.93591523e-05],1
553,2152,[ 0.00000000e+00 -5.46651499e-02  7.71048537e-05],1
554,476,[ 0.         -0.4207668   0.00042642],1
555,1111,[ 0.00000000e+00  2.68448638e-01 -2.05371999e-04],1
556,963,[ 0.         -0.25293215  0.00040685],1
557,1232,[ 0.          0.13332563 -0.00023871],1
558,193,[ 0.          0.24699494 -0.00031582],1
559,2186,[ 0.00000000e+00 -2.88239851e-01  2.25652157e-04],1
560,927,[ 0.          0.11861633 -0.00016066],1
561,674,[ 0.          0.21507099 -0.00023073],1
562,309,[ 0.00000000e+00 -2.23620489e-01  1.91448212e-04],1
563,1365,[ 0.          0.01328273 -0.00010952],1
564,583,[ 0.         -0.18353594  0.0001929 ],1
565,635,[ 0.00000000e+00  7.57158339e-02 -1.53479015e-05],1
566,1622,[ 0.         -0.07009553  0.00012536],1
567,1651,[ 0.00000000e+00 -6.32511888e-02  6.86751066e-05],1
568,1548,[ 0.00000000e+00  7.45953895e-03 -2.86340201e-05],1
569,1067,[ 0.         -0.05396705  0.00014486],1
570,753,[ 0.         -0.16979656  0.00017168],1
571,1527,[ 0.          0.10299957 -0.0001578 ],1
572,405,[ 0.00000000e+00 -8.83802713e-02  8.38086882e-05],1
573,74,[ 0.00000000e+00  5.40139866e-02 -6.30328982e-05],1
574,1961,[ 0.00000000e+00 -3.05327094e-02  5.27478613e-05],1
575,1272,[ 0.00000000e+00 -6.88071309e-02  9.10970361e-05],1
576,1887,[ 0.00000000e+00 -4.15649117e-02  3.53652619e-05],1
577,567,[0.00000000e+00 7.67489038e-03 2.20530999e-05],1
578,2274,[ 0.          0.43950428 -0.00046769],1
579,256,[ 0.          0.20243081 -0.00020761],1
580,1877,[ 0.          0.12089281 -0.00013073],1
581,960,[ 0.00000000e+00 -1.93172259e-02  3.69550084e-05],1
582,2251,[ 0.          0.07754326 -0.00012628],1
583,374,[ 0.          0.26006906 -0.00038361],1
584,997,[ 0.         -0.10498296  0.00022651],1
585,2310,[ 0.          0.14300385 -0.00021165],1
586,2161,[ 0.         -0.24637944  0.00038286],1
587,1757,[ 0.         -0.64515095  0.00109958],1
588,490,[ 0.00000000e+00 -2.16005206e-03  2.79240961e-05],1
589,2410,[0.00000000e+00 4.39931074e-02 2.07381558e-06],1
590,1730,[ 0.00000000e+00 -1.43075444e-02  4.56715637e-05],1
591,562,[ 0.         -0.11943704  0.00016809],1
592,1729,[ 0.0000000e+00 -2.9706213e-02  1.1089432e-06],1
593,317,[ 0.00000000e+00 -5.87792686e-03  4.58256791e-05],1
594,1059,[ 0.         -0.2206799   0.00034666],1
595,1028,[ 0.00000000e+00 -2.55066571e-02  4.73384799e-05],1
596,1301,[ 0.         -0.09293306  0.00011731],1
597,2003,[ 0.00000000e+00  8.58626765e-02 -6.47680093e-05],1
598,2098,[ 0.          0.30584816 -0.00034672],1
599,29,[ 0.00000000e+00 -1.32708662e-01  1.08487829e-04],1
601,2384,[ 0.00000000e+00 -3.93778245e-02 -5.26942835e-05],1
602,654,[ 0.00000000e+00 -1.15539524e-01  1.12972038e-04],1
603,1957,[0.00000000e+00 5.39044931e-02 1.65373886e-05],1
604,134,[ 0.         -0.12465258  0.00021133],1
605,394,[ 0.          0.08850288 -0.00011326],1
606,54,[ 0.         -0.08508628  0.00020641],1
607,1476,[ 0.00000000e+00  4.95095133e-02 -6.33386698e-05],1
608,863,[0.00000000e+00 1.83782680e-02 9.71941088e-06],1
609,2382,[ 0.         -0.14769658  0.00019583],1
610,968,[ 0.         -0.05946814  0.00019348],1
611,1378,[ 0.00000000e+00 -6.77236642e-03  6.86923456e-05],1
612,1914,[ 0.00000000e+00 -3.67584752e-02  2.93785626e-05],1
613,712,[ 0.00000000e+00 -6.14290935e-02  9.46144400e-05],1
614,2459,[ 0.         -0.16061577  0.00018669],1
615,27,[ 0.00000000e+00  6.54248707e-02 -8.03089845e-05],1
616,2441,[ 0.00000000e+00 -3.83590000e-02  6.15362008e-05],1
617,691,[ 0.00000000e+00 -8.93982249e-02  6.50950549e-05],1
618,934,[ 0.          0.16587427 -0.0002028 ],1
619,1252,[ 0.         -0.07862232  0.00012551],1
620,1070,[ 0.00000000e+00  5.76201504e-02 -5.99116170e-05],1
621,1447,[ 0.00000000e+00  6.19970826e-02 -2.89584356e-05],1
622,1018,[ 0.00000000e+00  6.29431244e-02 -5.77116671e-05],1
623,385,[ 0.          0.08720177 -0.00019873],1
624,1330,[ 0.00000000e+00 -6.10529010e-02  7.43103612e-05],1
625,1634,[ 0.00000000e+00 -4.26042231e-02  1.74030139e-05],1
626,755,[ 0.          0.15987354 -0.00020075],1
627,277,[ 0.00000000e+00  1.27601106e-01 -4.62451813e-05],1
628,65,[ 0.00000000e+00  4.64192934e-02 -7.30947335e-05],1
629,1065,[ 0.         -0.26839929  0.00027626],1
630,1151,[ 0.00000000e+00  4.06875514e-02 -6.87668593e-05],1
631,307,[ 0.00000000e+00  5.41222448e-03 -2.93706577e-06],1
632,187,[ 0.00000000e+00 -5.07357162e-02  6.70014177e-05],1
633,1042,[ 0.00000000e+00 -2.73628135e-03  1.71974789e-05],1
634,862,[ 0.00000000e+00 -7.67830965e-02  5.55874388e-05],1
635,1195,[ 0.         -0.13012668  0.00025143],1
636,2401,[ 0.00000000e+00  4.36888396e-02 -4.17075571e-05],1
637,2420,[ 0.0000000e+00  8.3750420e-02 -1.5228281e-05],1
638,760,[0.00000000e+00 1.76553797e-03 2.80525364e-05],1
639,2136,[ 0.00000000e+00  1.99236824e-01 -1.93364505e-05],1
640,684,[ 0.          0.10384004 -0.00012173],1
641,132,[ 0.00000000e+00 -5.97942547e-02  6.80943479e-05],1
642,1201,[0.00000000e+00 3.63985349e-03 6.32486064e-06],1
643,1714,[ 0.00000000e+00 -4.84870119e-02  9.52030952e-05],1
644,229,[ 0.00000000e+00 -5.16122523e-02  2.85459643e-05],1
645,1933,[ 0.00000000e+00 -2.09724365e-02  2.97788407e-05],1
646,2409,[ 0.00000000e+00 -1.85887818e-01  1.03524517e-04],1
647,413,[ 0.00000000e+00  6.78809383e-02 -8.62238521e-05],1
648,1410,[ 0.          0.42993423 -0.00052137],1
649,602,[ 0.          0.22933154 -0.0002709 ],1
650,194,[ 0.00000000e+00 -6.53514558e-02  7.30535438e-05],1
651,889,[ 0.00000000e+00  4.30678791e-02 -8.05888023e-05],1
652,1705,[ 0.00000000e+00  1.81839465e-02 -2.29075408e-05],1
653,1779,[ 0.00000000e+00  1.11274428e-01 -9.82941383e-05],1
654,2452,[ 0.00000000e+00 -1.93867883e-02  5.59166117e-05],1
655,1148,[ 0.00000000e+00 -6.20677926e-02  9.80659620e-05],1
656,140,[ 0.          0.11558628 -0.00017093],1
657,1754,[ 0.00000000e+00  8.42144677e-02 -9.63007467e-05],1
658,1482,[ 0.         -1.43861899  0.0018967 ],1
659,152,[ 0.         -0.23359811  0.0003729 ],1
660,220,[ 0.00000000e+00  8.82174939e-02 -9.11963000e-05],1
661,2316,[ 0.00000000e+00 -2.28526667e-02 -5.72434736e-06],1
662,1164,[ 0.00000000e+00 -6.66413981e-02  9.12692520e-05],1
663,861,[ 0.00000000e+00 -2.97180343e-01  2.82882029e-04],1
664,2367,[ 0.          0.08077868 -0.00019198],1
665,1387,[ 0.00000000e+00 -4.84894014e-02  8.34049516e-05],1
666,1246,[ 0.00000000e+00 -1.54606437e-01  1.23068738e-04],1
667,459,[ 0.         -0.05121354  0.00012094],1
668,883,[ 0.00000000e+00  3.14901898e-02 -4.26664240e-05],1
669,1937,[ 0.         -0.10803236  0.00016504],1
670,1178,[ 0.         -0.13911132  0.00016067],1
671,2062,[ 0.          0.06068181 -0.00012012],1
672,2220,[ 0.          0.07707265 -0.00013974],1
673,606,[ 0.00000000e+00  6.97311513e-02 -8.38976530e-05],1
674,1613,[ 0.00000000e+00 -2.58609514e-02  7.77252943e-05],1
675,2309,[ 0.         -0.12798902  0.0002084 ],1
676,115,[ 0.00000000e+00  5.02728172e-02 -6.09534619e-05],1
677,386,[ 0.          0.10192632 -0.00015844],1
678,185,[ 0.00000000e+00 -2.10335978e-03  6.49133059e-05],1
679,323,[ 0.00000000e+00 -4.17845183e-02  7.38238490e-05],1
680,1519,[ 0.         -0.34695514  0.00060581],1
681,167,[ 0.         -0.13689873  0.00024783],1
682,1319,[ 0.00000000e+00 -3.04458084e-02  2.93408255e-05],1
683,1787,[ 0.00000000e+00 -2.30077507e-03 -1.19814247e-05],1
684,2157,[ 0.          0.14300528 -0.00021948],1
685,2069,[ 0.         -0.22356125  0.00035176],1
686,475,[ 0.          0.06147291 -0.00010182],1
687,2106,[ 0.00000000e+00 -1.29648233e-01  1.14577676e-04],1
688,2244,[ 0.00000000e+00 -3.17286159e-02  2.54157600e-05],1
689,1444,[ 0.          0.1424365  -0.00022438],1
690,1157,[ 0.00000000e+00  4.63830184e-02 -7.03157260e-05],1
691,922,[ 0.00000000e+00 -1.99384683e-02  6.74989208e-06],1
692,499,[ 0.00000000e+00 -5.32963464e-02  6.95068458e-05],1
693,83,[ 0.00000000e+00 -6.24874724e-03 -8.02790879e-06],1
694,597,[ 0.00000000e+00  1.70630391e-01 -1.49516765e-04],1
695,2090,[0.00000000e+00 3.91744424e-03 1.37817016e-05],1
696,1600,[ 0.00000000e+00 -2.22202031e-02  1.51610185e-05],1
697,1883,[ 0.          0.16860094 -0.00020238],1
698,1142,[ 0.00000000e+00  5.53986518e-02 -2.66315232e-05],1
699,1097,[ 0.00000000e+00 -3.01577507e-01  2.59378673e-04],1
700,1718,[ 0.00000000e+00 -6.14641828e-02  7.60139183e-05],1
701,2486,[ 0.          0.16049115 -0.00030737],1
702,283,[ 0.00000000e+00  1.09686561e-01 -5.05942999e-05],1
703,170,[ 0.         -0.1824827   0.00026478],1
704,642,[ 0.          0.16088531 -0.00016237],1
705,403,[ 0.00000000e+00  4.74006493e-02 -7.63532179e-05],1
706,1979,[ 0.00000000e+00 -3.14549081e-02  3.14096436e-05],1
707,2054,[ 0.00000000e+00 -6.06485696e-03  2.77127251e-05],1
708,2443,[ 0.00000000e+00 -2.51255254e-03 -8.10856195e-05],1
709,1996,[ 0.00000000e+00  3.30859754e-02 -5.48366238e-05],1
710,935,[ 0.00000000e+00  6.91187208e-02 -8.84764387e-05],1
711,795,[ 0.00000000e+00 -1.79081619e-02  9.92713277e-06],1
712,2262,[ 0.00000000e+00 -1.20374446e-02  2.40098567e-05],1
713,2411,[ 0.00000000e+00  7.00158412e-02 -9.08047157e-05],1
714,1985,[ 0.          0.27915592 -0.00029261],1
715,1435,[ 0.         -0.3654877   0.00057362],1
716,2191,[ 0.          0.43641758 -0.00048797],1
717,850,[0.00000000e+00 2.42954935e-02 1.19341284e-05],1
718,1940,[ 0.00000000e+00  2.21886686e-02 -2.48266029e-05],1
719,2203,[ 0.         -0.18576344  0.0002672 ],1
720,601,[ 0.00000000e+00 -5.65015616e-03 -2.09082166e-05],1
721,2383,[ 0.         -0.41481305  0.0007464 ],1
722,1609,[ 0.          0.16218794 -0.00024633],1
723,1349,[ 0.00000000e+00  6.06833599e-02 -7.22611667e-05],1
724,1956,[ 0.         -0.10847362  0.00010947],1
725,811,[ 0.          0.12605913 -0.00015897],1
726,149,[ 0.         -0.06152528  0.00010629],1
727,1088,[ 0.00000000e+00  2.41457914e-04 -9.95014434e-06],1
728,2318,[ 0.          0.15388118 -0.00032862],1
729,776,[ 0.          0.17123376 -0.00039636],1
730,1416,[ 0.00000000e+00 -3.12783561e-02  5.02849811e-05],1
731,2016,[ 0.00000000e+00  2.78597510e-02 -4.17878942e-05],1
732,728,[ 0.00000000e+00  1.72969164e-02 -8.71009313e-05],1
733,1564,[ 0.00000000e+00 -4.27612348e-02  2.44707281e-05],1
734,580,[ 0.00000000e+00 -3.54128186e-02  3.73359954e-05],1
735,1468,[ 0.          0.08396813 -0.00015461],1
736,395,[ 0.00000000e+00 -3.57440702e-02  3.54541289e-05],1
737,2405,[ 0.00000000e+00  3.23427298e-02 -1.43819155e-05],1
738,798,[ 0.         -0.08921078  0.00013856],1
739,1168,[ 0.00000000e+00  1.00040537e-02 -1.30583657e-05],1
740,112,[ 0.00000000e+00 -4.26038540e-03  1.37645644e-05],1
741,1022,[ 0.00000000e+00 -4.19226399e-02  7.05872964e-05],1
742,1011,[ 0.00000000e+00 -7.33184777e-02  8.76069071e-05],1
743,97,[ 0.00000000e+00 -7.64471143e-02  8.13115156e-05],1
744,1205,[ 0.          0.06650112 -0.00010853],1
745,1323,[ 0.          0.01407747 -0.00010917],1
746,1615,[ 0.          0.05055642 -0.0001681 ],1
747,1853,[ 0.00000000e+00 -3.49105051e-02  6.88194714e-05],1
748,1124,[ 0.00000000e+00  1.21066457e-01 -1.09436692e-04],1
749,501,[0.00000000e+00 2.16404328e-02 1.24337034e-05],1
750,2355,[0.00000000e+00 7.66568283e-04 1.87520209e-06],1
751,2387,[ 0.         -0.17681949  0.00018062],1
752,258,[ 0.00000000e+00 -4.60712978e-02  7.62864376e-05],1
753,715,[ 0.00000000e+00 -1.71462146e-02  4.49002624e-05],1
754,785,[ 0.00000000e+00  3.75644915e-02 -7.17382423e-05],1
755,2421,[ 0.00000000e+00 -2.49158771e-01  2.44491945e-04],1
756,1854,[ 0.00000000e+00 -4.11013751e-02  7.05629511e-05],1
757,550,[0.00000000e+00 2.32482880e-02 3.00540622e-06],1
758,555,[ 0.         -0.20667524  0.0002299 ],1
759,2151,[ 0.         -0.25688206  0.00046406],1
760,1329,[ 0.          0.0989626  -0.00020099],1
761,1262,[ 0.00000000e+00 -8.44635788e-02  9.39394389e-05],1
762,872,[ 0.          0.58298147 -0.00088724],1
763,1508,[ 0.00000000e+00  6.60859499e-02 -9.41180881e-05],1
764,1685,[ 0.         -0.11014079  0.00021552],1
765,76,[ 0.         -0.14754881  0.0001747 ],1
766,2396,[ 0.00000000e+00  1.16596912e-01 -6.75335477e-05],1
767,1895,[ 0.         -0.15935885  0.00022171],1
768,1336,[ 0.00000000e+00  8.66201137e-02 -5.81573095e-05],1
769,1089,[ 0.         -0.3632311   0.00051073],1
770,925,[ 0.00000000e+00 -1.19630406e-02  6.13399042e-06],1
771,2035,[ 0.00000000e+00  1.34677800e-02 -6.59332445e-05],1
772,991,[ 0.          0.64927674 -0.00089834],1
773,1595,[ 0.00000000e+00 -8.02547536e-02  7.03740384e-05],1
774,1341,[ 0.          0.16234427 -0.00021465],1
775,1849,[ 0.00000000e+00 -5.70180521e-02  7.17384113e-05],1
776,181,[ 0.00000000e+00  3.87057709e-02 -6.44348127e-05],1
777,84,[ 0.         -0.33780928  0.00038161],1
778,1547,[ 0.00000000e+00 -2.28969887e-02  3.74109775e-05],1
779,923,[0.00000000e+00 3.40210641e-02 1.74145189e-05],1
780,2341,[ 0.00000000e+00 -4.47369785e-02  5.35759605e-05],1
781,1225,[ 0.00000000e+00  7.23110676e-02 -7.29891208e-05],1
782,278,[ 0.00000000e+00 -6.31871029e-02  1.59116928e-05],1
783,1025,[ 0.         -0.22042044  0.00038787],1
784,1503,[ 0.00000000e+00 -1.16609865e-03  9.05379254e-06],1
785,1747,[ 0.00000000e+00  6.89241982e-03 -1.77903407e-05],1
786,599,[ 0.          0.17970143 -0.0005018 ],1
787,116,[ 0.00000000e+00  1.35239524e-02 -1.88750484e-05],1
788,222,[ 0.         -0.15113897  0.00016158],1
789,267,[ 0.00000000e+00  6.40618507e-02 -4.80502520e-05],1
790,1350,[ 0.         -0.15018367  0.00033898],1
791,709,[ 0.00000000e+00  4.96648109e-02 -4.93512973e-05],1
792,607,[ 0.          0.07709668 -0.00013261],1
793,469,[ 0.00000000e+00 -6.56187298e-02  4.46117220e-05],1
794,1233,[ 0.          0.10396204 -0.00027433],1
795,1506,[ 0.          0.08986678 -0.00012322],1
796,989,[ 0.00000000e+00 -5.07171070e-02  8.17963118e-05],1
797,769,[ 0.         -0.24130122  0.00031568],1
798,2063,[ 0.00000000e+00  5.33197369e-02 -5.54836368e-05],1
799,2416,[ 0.         -0.23347545  0.00028093],1
800,2321,[ 0.00000000e+00 -1.02045999e-01  6.08640956e-05],1
801,1015,[ 0.00000000e+00  6.13496215e-02 -4.67590778e-05],1
802,838,[ 0.00000000e+00  3.55586079e-02 -5.65670202e-05],1
803,1181,[ 0.00000000e+00 -6.39093688e-02  6.17655209e-05],1
804,1104,[ 0.00000000e+00  7.82977144e-02 -6.50567616e-05],1
805,2021,[ 0.00000000e+00 -5.04879340e-02  4.83377792e-05],1
806,1975,[ 0.          0.24613857 -0.00033308],1
807,1299,[ 0.         -0.14445354  0.00017674],1
808,775,[ 0.         -0.00299368 -0.00017056],1
809,2049,[ 0.        -0.4847351  0.0005152],1
810,1980,[ 0.00000000e+00 -2.25273027e-02  1.08073788e-05],1
811,2294,[ 0.          0.55103415 -0.00082588],1
812,2228,[ 0.          0.12274904 -0.00013778],1
813,2076,[ 0.00000000e+00  3.28692558e-02 -5.35858251e-05],1
814,1667,[ 0.         -0.55509141  0.00063114],1
815,899,[ 0.         -0.29262605  0.00037796],1
816,1536,[0.00000000e+00 5.21952213e-03 5.12064472e-06],1
817,2248,[ 0.00000000e+00 -3.80125164e-02  6.25938448e-05],1
818,2378,[ 0.00000000e+00  1.42414932e-01 -8.80961150e-05],1
819,1994,[ 0.00000000e+00 -3.65960393e-02  4.91906307e-05],1
820,195,[ 0.00000000e+00  9.71895344e-02 -8.86320675e-05],1
821,1314,[ 0.          0.14809739 -0.00019387],1
822,875,[ 0.00000000e+00  6.57244443e-02 -8.91410643e-05],1
823,530,[ 0.00000000e+00  1.11281711e-02 -2.52335610e-05],1
824,1806,[ 0.          0.10468125 -0.00014511],1
825,2295,[ 0.          0.12241854 -0.0003073 ],1
826,192,[ 0.00000000e+00 -2.10477394e-03 -2.32270540e-05],1
827,165,[ 0.00000000e+00 -4.17551022e-02  4.60595555e-05],1
828,141,[ 0.00000000e+00 -6.78802152e-03  9.00902953e-06],1
829,1433,[ 0.          0.07796063 -0.00012054],1
830,1420,[ 0.          0.47993419 -0.00063572],1
831,576,[ 0.00000000e+00  5.24889208e-02 -3.03091123e-05],1
832,1665,[ 0.         -0.13619173  0.00019146],1
833,1422,[ 0.00000000e+00 -1.27376040e-01  1.07639581e-04],1
834,1193,[ 0.         -0.19177652  0.00022955],1
835,447,[ 0.00000000e+00 -3.59836840e-02  7.36706736e-05],1
836,1783,[ 0.00000000e+00  1.23038135e-01 -5.44663860e-05],1
837,324,[ 0.         -0.07697044  0.00013645],1
838,2225,[ 0.00000000e+00 -7.07907688e-02  9.84475442e-05],1
839,1340,[ 0.00000000e+00  1.87389140e-02 -2.75202208e-05],1
841,224,[ 0.00000000e+00 -1.56470091e-02 -6.59372964e-06],1
842,1261,[ 0.00000000e+00 -1.92857334e-02  1.02516147e-05],1
843,1290,[ 0.00000000e+00  6.24905984e-03 -7.97968860e-06],1
844,834,[ 0.         -0.46652978  0.00050892],1
845,472,[ 0.00000000e+00 -1.48041871e-01  9.07929598e-05],1
846,1040,[ 0.00000000e+00  1.64521780e-02 -8.50323543e-06],1
847,2201,[0.00000000e+00 2.31754739e-05 2.78105687e-03],1
848,720,[ 0.00000000e+00  5.66685581e-02 -4.54314532e-05],1
849,1182,[ 0.         -0.09898219  0.00012931],1
850,1000,[ 0.00000000e+00 -3.29549655e-03 -1.27787736e-06],1
851,2487,[ 0.00000000e+00  3.53220811e-02 -1.95080640e-05],1
852,1264,[ 0.          0.00568759 -0.00010898],1
853,1115,[ 0.00000000e+00  2.23991447e-03 -4.69084468e-05],1
854,208,[ 0.00000000e+00  1.35659470e-02 -1.90378381e-05],1
855,920,[ 0.00000000e+00  5.18101099e-02 -1.62867085e-05],1
